,Compound,Date,Negative Score,Neutral Score,Positive Score,Text,Tweets Ago,Username
129,0.0,Sun Sep 30 14:34:18 +0000 2018,0.0,1.0,0.0,RT @CBSAllAccess: Stream NFL on CBS LIVE today starting at 1pm ET on CBS All Access! 🏈 https://t.co/vsod8jYeZl https://t.co/UBp3R4UCAd,30,@CBS
130,0.0,Fri Sep 28 22:22:01 +0000 2018,0.0,1.0,0.0,"On @colbertlateshow, @TheNeighborhood's @CedEntertainer and Stephen recall the first time they met on a night when… https://t.co/vjz1zVg4sR",31,@CBS
131,0.0,Fri Sep 28 20:16:14 +0000 2018,0.0,1.0,0.0,".@happytogether's @wayansjr, @HereIsGina &amp; @latelateshow discuss the pros and cons of living with a pop star. Con:… https://t.co/PLXFxfheW7",32,@CBS
132,0.0,Fri Sep 28 17:52:41 +0000 2018,0.0,1.0,0.0,"If you haven't seen @SEALTeamCBS, make it your mission to know them before the #SEALTeam Season 2 premiere October… https://t.co/NhCPI3lZSV",33,@CBS
133,0.0,Fri Sep 28 16:51:50 +0000 2018,0.0,1.0,0.0,"⚡️ “Murphy Brown Returns to CBS”

https://t.co/3vsAg7WcB1",34,@CBS
134,0.0,Thu Sep 27 20:19:18 +0000 2018,0.0,1.0,0.0,.@TheNeighborhood's @iamgreenfield revealing his Fiddler on the Roof goals on @latelateshow will be the earworm you… https://t.co/swbh8HPwA1,35,@CBS
135,0.0,Thu Sep 27 20:01:53 +0000 2018,0.0,1.0,0.0,RT @MurphyBrownCBS: A moment 20 years in the making all comes down to this. #MurphyBrown returns to @CBS tonight! https://t.co/tWSMFM3YbG,36,@CBS
136,0.0,Thu Sep 27 17:19:16 +0000 2018,0.0,1.0,0.0,"Candice Bergen tells @colbertlateshow the presidential way tonight's @MurphyBrownCBS premiere imitates life, albeit… https://t.co/4Kbk8gt6nS",37,@CBS
137,-0.34,Thu Sep 27 16:58:08 +0000 2018,0.283,0.526,0.191,@marlagardner222 @jay_hernandez Good idea. The theme song is a dead giveaway. 😉,38,@CBS
138,0.0,Thu Sep 27 00:44:13 +0000 2018,0.0,1.0,0.0,@queenmama7777 @CBSAllAccess We believe in you! https://t.co/ZK0xaPRxVr,39,@CBS
139,0.0,Thu Sep 27 00:42:15 +0000 2018,0.0,1.0,0.0,@BSkyjackcity @jokersupdates @CBSAllAccess On it. https://t.co/yxKX9ry7fw,40,@CBS
140,0.1139,Wed Sep 26 21:49:27 +0000 2018,0.0,0.929,0.071,Sixteen houseguests entered and now it's down to the Final 3. Don't miss a second of the 90-minute #BB20Finale toni… https://t.co/KwDHR9Hfqu,41,@CBS
141,0.6249,Wed Sep 26 19:57:54 +0000 2018,0.0,0.779,0.221,"The tribe has spoken, and they do a pretty decent @JeffProbst impression just in time for the @survivorcbs Season P… https://t.co/2Ps8VKblay",42,@CBS
142,0.0,Wed Sep 26 17:25:43 +0000 2018,0.0,1.0,0.0,"⚡️ “FBI Premieres on CBS”

https://t.co/faL6iHZc5g",43,@CBS
143,-0.2714,Tue Sep 25 21:10:56 +0000 2018,0.149,0.745,0.106,"RT @CBSAllAccess: A night of crime dramas?! Oh yes. 🙌 Stream @NCIS_CBS, @FBICBS &amp; @NCISNewOrleans starting at 8/7c on CBS All Access: https…",44,@CBS
144,-0.2263,Tue Sep 25 20:31:45 +0000 2018,0.091,0.909,0.0,"Before @FBICBS premieres tonight, @mperegrym stopped by @CBSThisMorning to talk about her role as an FBI agent in t… https://t.co/CPVki4Hv8y",45,@CBS
145,0.0,Tue Sep 25 19:54:26 +0000 2018,0.0,1.0,0.0,RT @CBSAllAccess: 🚨 @PatrickBrammall. Tim Meadows. @jessicaalba. @iamgreenfield. @AHWAmySedaris. @ChrisGethard. @JoeManganiello. AND SO MAN…,46,@CBS
146,0.7901,Tue Sep 25 19:45:33 +0000 2018,0.0,0.709,0.291,RT @bigbangtheory: Happy #NationalComicBookDay from Sheldon and his many shirts! How are you sporting your favorite superhero today? #BigBa…,47,@CBS
147,0.0,Tue Sep 25 18:34:26 +0000 2018,0.0,1.0,0.0,"⚡️ “Magnum P.I. Premieres on CBS”

https://t.co/UtbQlcDG8S",48,@CBS
148,0.0,Tue Sep 25 18:05:31 +0000 2018,0.0,1.0,0.0,".@jay_hernandez went on @latelateshow to talk about @MagnumPICBS, but he may have gotten @TiffanyHaddish as a surf… https://t.co/a3acRu10aw",49,@CBS
149,0.0,Mon Sep 24 18:56:15 +0000 2018,0.0,1.0,0.0,"RT @60Minutes: 60 Minutes turns 50 today. Tick, tick, tick ... https://t.co/3CVKEs9J7F",50,@CBS
150,-0.2263,Sun Sep 23 23:24:03 +0000 2018,0.087,0.913,0.0,"Due to #NFL football game overrun, #CBS Sunday lineup is delayed in ATL, Indy, NOLA, Kansas City, NYC, Philly, Prov… https://t.co/fejqoxtvSY",51,@CBS
151,0.0,Sun Sep 23 14:00:00 +0000 2018,0.0,1.0,0.0,Kick off your Sunday with @NFL on CBS. Catch your local games live on CBS and @CBSAllAccess. 🏈📺… https://t.co/kbo7N27mY9,52,@CBS
152,0.296,Fri Sep 21 19:18:00 +0000 2018,0.098,0.758,0.144,"How does $100,000 sound? Because someone is going to win all that tonight on the @TKOCBS Battle Royale finale at 9p… https://t.co/JEuUZ2QlQh",53,@CBS
153,-0.1531,Fri Sep 21 17:46:26 +0000 2018,0.187,0.672,0.142,@colbertlateshow @IainLoveTheatre @IainLoveTheatre made a compelling argument. We'll get back to you. 😉,54,@CBS
154,0.296,Thu Sep 20 23:17:19 +0000 2018,0.0,0.891,0.109,"Now that @bigbangtheory is entering its last season, Kaley Cuoco admits to @latelateshow she's over the show's noto… https://t.co/xvhlMWBhSX",55,@CBS
155,0.6467,Thu Sep 20 21:38:21 +0000 2018,0.0,0.843,0.157,RT @HawaiiFive0CBS: It’s the big Five-0! 🎉 🌊 #H50 premiered on this day in 1968! Celebrate 50 years of Hawaii Five-0 with every season of b…,56,@CBS
156,0.0,Thu Sep 20 16:47:26 +0000 2018,0.0,1.0,0.0,RT @JordanPeele: 📺🌀 https://t.co/CygbVi4JFC,57,@CBS
157,-0.0531,Wed Sep 19 19:07:37 +0000 2018,0.236,0.588,0.176,The @latelateshow and @JKCorden will never be good enough for @henrygolding's crazy rich mom.… https://t.co/xVmH5Iyfvs,58,@CBS
158,0.6486,Tue Sep 18 17:04:20 +0000 2018,0.0,0.791,0.209,RT @CBSThisMorning: Imagine receiving a digital friend request from someone claiming to be God. What would you do? The new @CBS drama @GodF…,59,@CBS
159,0.9642,Mon Sep 17 22:01:52 +0000 2018,0.0,0.473,0.527,"RT @PriceIsRight: We're thrilled to be back with all new, fun, and exciting shows!!  We hope to give you another award winning season! HERE…",60,@CBS
160,0.0,Mon Sep 17 21:41:20 +0000 2018,0.0,1.0,0.0,RT @SalvationCBS: X marks the spot on the heart-stopping season finale of #SalvationCBS tonight at 9/8c on CBS &amp; CBS All Access: https://t.…,61,@CBS
161,0.3612,Mon Sep 17 19:18:37 +0000 2018,0.0,0.737,0.263,Waiting for tonight's @Elementary_CBS season finale like https://t.co/Ou8342vGT9,62,@CBS
162,-0.2263,Sun Sep 16 23:48:59 +0000 2018,0.091,0.909,0.0,"Due to an NFL overrun, the CBS Sunday lineup is delayed in the East/Central cities ONLY. New start times:… https://t.co/IypoJ0l16P",63,@CBS
163,0.0,Sun Sep 16 14:33:46 +0000 2018,0.0,1.0,0.0,RT @CBSAllAccess: Sundays were made for NFL on CBS. 🏈💯 Stream NFL on CBS All Access live today: https://t.co/vsod8jGE7N https://t.co/co2528…,64,@CBS
164,-0.4322,Sat Sep 15 16:00:01 +0000 2018,0.159,0.771,0.07,"What happens when a PTA mom steals nearly $100,000 from her daughter's school? Don't miss the #PinkCollarCrimes sea… https://t.co/Gjiy0pByaE",65,@CBS
165,-0.2481,Fri Sep 14 18:22:59 +0000 2018,0.248,0.571,0.181,"RT @CBSAllAccess: No internet, no problem. You can now download and play your favorite shows on CBS All Access! 🙌 Learn how: https://t.co/y…",66,@CBS
166,0.0,Thu Sep 13 20:52:06 +0000 2018,0.0,1.0,0.0,@PlaggemeyLee Mac's putting something together. 😉 https://t.co/6ww5HlV6Bx,67,@CBS
167,0.0,Thu Sep 13 20:28:06 +0000 2018,0.0,1.0,0.0,This just in... https://t.co/QG3OYF6Rfv,68,@CBS
168,0.4753,Thu Sep 13 18:06:49 +0000 2018,0.083,0.699,0.218,RT @CBSAllAccess: Get excited! Stream original #MurphyBrown episodes for a limited time on CBS All Access before the @MurphyBrownCBS reviva…,69,@CBS
169,0.0,Mon Sep 10 17:06:16 +0000 2018,0.0,1.0,0.0,"This just in! The 54th #ACMawards will air LIVE from Las Vegas on Sunday, April 7, 2019 at 8/7c on CBS and… https://t.co/Q9e7qxe26l",70,@CBS
170,-0.2263,Sun Sep 09 23:36:09 +0000 2018,0.083,0.917,0.0,"Due to an NFL overrun, CBS is delayed 17 mins in the following markets: Kansas City, Miami, Tampa, NOLA, New York,… https://t.co/9eXZ9mA1Xb",71,@CBS
171,0.6705,Sun Sep 09 14:00:00 +0000 2018,0.0,0.718,0.282,Are you ready for some football? 🏈 Stream your favorite NFL games LIVE on #CBSAllAccess today:… https://t.co/eHt8guHoyv,72,@CBS
172,0.4215,Sat Sep 08 16:20:43 +0000 2018,0.0,0.851,0.149,An unforgettable night of inspiring stories and performances highlighting the 10 years of impact #StandUpToCancer c… https://t.co/8bp2XNKwfH,73,@CBS
173,0.0,Sat Sep 08 00:00:00 +0000 2018,0.0,1.0,0.0,The star-studded event is about to begin! Tune in now to watch #StandUpToCancer on CBS and @cbsallaccess. https://t.co/cD8TJuQBog,74,@CBS
174,-0.5411,Fri Sep 07 23:15:09 +0000 2018,0.196,0.712,0.092,"RT @cbsallaccess: Join #TellMeAStory's @daniellemcam, @BillyMagnussen &amp; Dorian Missick by standing up to cancer! Watch @SU2C tonight at 8/7…",75,@CBS
175,0.0,Fri Sep 07 21:50:51 +0000 2018,0.0,1.0,0.0,Tune in to a first-of-its-kind digital live show as lead up to @SU2C’s televised event tonight! The show will featu… https://t.co/hIVaLAXYmR,76,@CBS
176,-0.296,Thu Sep 06 22:10:49 +0000 2018,0.121,0.879,0.0,Hollywood legend Burt Reynolds has passed away at the age of 82. He will be missed. https://t.co/HSmcJ9X9iC,77,@CBS
177,0.4753,Thu Sep 06 19:00:01 +0000 2018,0.0,0.808,0.192,Here are @FBICBS’ @JeremySisto and @EboneeReigne with a powerful message before #StandUpToCancer airs tomorrow! https://t.co/OCqh91N1OO,78,@CBS
178,0.0,Wed Sep 05 21:00:00 +0000 2018,0.0,1.0,0.0,Here's everything you need to know before tuning into #StandUpToCancer this Friday at 8/7c: https://t.co/IT9ht84TZ1 https://t.co/OK4AOxw5mP,79,@CBS
179,0.3612,Wed Sep 05 17:32:40 +0000 2018,0.0,0.889,0.111,Survivor host @JeffProbst is here to break down the theme of #Survivor: David vs. Goliath before the new season beg… https://t.co/8TcA200eFQ,80,@CBS
180,0.6908,Wed Sep 05 16:48:09 +0000 2018,0.0,0.467,0.533,"Thanks, @StephenAtHome. 
P.S. Nice beard. #LSSC https://t.co/wppVtfR9cL",81,@CBS
181,0.4215,Tue Sep 04 20:34:26 +0000 2018,0.0,0.865,0.135,The biggest names in entertainment are coming together once again for #StandUpToCancer this Friday at 8/7c on @CBS… https://t.co/ntuGKLYvuW,82,@CBS
182,0.6514,Sat Sep 01 15:25:34 +0000 2018,0.0,0.829,0.171,RT @cbsallaccess: Stream #17 @WestVirginiaU vs. @UTKnoxville LIVE today at 3:30PM ET on CBS All Access! Try 1 month FREE using code BINGENO…,83,@CBS
183,0.0,Fri Aug 31 21:26:49 +0000 2018,0.0,1.0,0.0,"In just one week, @RWitherspoon, @McConaughey, Jennifer Garner, and more will attend the #​StandUpToCancer fundrais… https://t.co/iHKGOoWejA",84,@CBS
184,0.0,Fri Aug 31 18:01:01 +0000 2018,0.0,1.0,0.0,"Believe in miracles. Watch this sneak peek of the complete premiere episode of @GodFriendedMe now, a month before i… https://t.co/5AIUH5VmMk",85,@CBS
185,-0.6908,Thu Aug 30 19:45:51 +0000 2018,0.239,0.761,0.0,"RT @cbsallaccess: Money. Murder. Mystery. #OneDollar is now streaming, exclusively on CBS All Access. https://t.co/3qFdTEmVU5 https://t.co/…",86,@CBS
186,0.6239,Thu Aug 30 15:32:47 +0000 2018,0.0,0.83,0.17,RT @GodFriendedMe: It's a godsend! We're dropping the #GodFriendedMe pilot tomorrow right here on Twitter for you to stream a full month be…,87,@CBS
187,0.0,Mon Aug 27 23:36:57 +0000 2018,0.0,1.0,0.0,"It's almost time for sweater weather, pumpkin spice lattes, and CBS Fall TV premieres. Check out the storylines for… https://t.co/BpgDyYl8fc",88,@CBS
188,-0.4389,Fri Aug 24 20:30:16 +0000 2018,0.121,0.879,0.0,RT @cbsallaccess: #NFL preseason coverage is here! 🏈 The Detroit @Lions battle the Tampa Bay @Buccaneers tonight at 8PM ET. Stream the game…,89,@CBS
189,0.0,Wed Aug 22 20:55:25 +0000 2018,0.0,1.0,0.0,"@bigbangtheory 🎶...happy kitty, sleepy kitty, purr purr purr🎶 #TheBigBangTheory https://t.co/sEObppGJlZ",90,@CBS
190,0.0,Wed Aug 22 20:10:12 +0000 2018,0.0,1.0,0.0,"This is going to require multiple singings of ""Soft Kitty."" https://t.co/UdRGNeQ7Lb",91,@CBS
191,0.5423,Mon Aug 20 21:59:56 +0000 2018,0.0,0.829,0.171,Got to get more of the @PaulMcCartney #CarpoolKaraoke into your life? @latelateshow produced an hour-long bonus spe… https://t.co/DjPqajo6Xn,92,@CBS
192,0.3182,Fri Aug 17 17:42:02 +0000 2018,0.0,0.887,0.113,"How much does it cost to bury the truth? 
#OneDollar premieres August 30, exclusively on CBS All Access. https://t.co/ZL5TBH9ro5",93,@CBS
193,0.0,Thu Aug 16 18:40:09 +0000 2018,0.0,1.0,0.0,Things got carried away when @ArianaGrande joined @latelateshow for #CarpoolKaraoke. So did Ariana. #ArianaCarpool https://t.co/WSZcC0TaYz,94,@CBS
194,-0.5267,Thu Aug 16 00:09:03 +0000 2018,0.188,0.72,0.092,RT @cbsallaccess: Murder mystery set in a small town? We're in. Rediscover the genius of original #TwinPeaks co-creators @DAVID_LYNCH and @…,95,@CBS
195,0.0,Sun Aug 12 23:30:02 +0000 2018,0.0,1.0,0.0,New start times for @60Minutes 7:20ET/6:20CT @CBSBigBrother 8:20ET/7:20CT @NCISLA 9:20ET/8:20CT @Elementary_CBS 10:… https://t.co/Op9VcDsREa,96,@CBS
196,0.4389,Sun Aug 12 15:04:59 +0000 2018,0.0,0.874,0.126,Clear your schedules for the 100th #PGAChamp! Stream the Final Round LIVE on @cbsallaccess at 2 PM ET across all de… https://t.co/m6bH2pKTUN,97,@CBS
197,-0.3182,Sat Aug 11 18:00:00 +0000 2018,0.103,0.897,0.0,The fortune teller you’ll meet this Saturday lived a life of luxury... by scamming her victims out of hundreds of t… https://t.co/fJo6F2Eo5p,98,@CBS
198,0.4926,Sat Aug 11 15:00:02 +0000 2018,0.0,0.856,0.144,The 100th PGA Championship continues today! Stream it LIVE on @cbsallaccess at 2PM ET across all devices. Try 1 Wee… https://t.co/jbMg06eOND,99,@CBS
199,0.8957,Fri Aug 10 22:28:55 +0000 2018,0.0,0.581,0.419,"To celebrate the 100th PGA Championship, relive some of the tournament's greatest moments with Luke Wilson. 

Don't… https://t.co/wUuB93smr4",100,@CBS
200,0.4019,Sat Oct 06 22:17:24 +0000 2018,0.0,0.787,0.213,Getting to yes: How the Senate confirmed Brett Kavanaugh https://t.co/3VlJKFCgPF https://t.co/u8MLwHO9aj,1,@CNN
201,0.8439,Sat Oct 06 22:15:11 +0000 2018,0.0,0.712,0.288,"RT @CNNPolitics: President Donald Trump: ""We're very happy and the vote was a great vote, a very historic vote. I just spoke to [Brett Kava…",2,@CNN
202,0.5574,Sat Oct 06 22:14:40 +0000 2018,0.0,0.783,0.217,President Trump congratulates Brett Kavanaugh following his confirmation to the US Supreme Court… https://t.co/k6KjvzDX2f,3,@CNN
203,-0.1027,Sat Oct 06 21:52:19 +0000 2018,0.076,0.924,0.0,"President Donald Trump warns that Sen. Lisa Murkowski ""will never recover"" for opposing Brett Kavanaugh, The Washin… https://t.co/gM5VAvwK8K",4,@CNN
204,0.4019,Sat Oct 06 21:50:18 +0000 2018,0.078,0.776,0.147,"A large crowd of protesters has surged onto the front steps of the US Supreme Court, chanting, ""Kavanaugh has got t… https://t.co/XtGU5FGgrh",5,@CNN
205,0.0,Sat Oct 06 21:34:54 +0000 2018,0.0,1.0,0.0,Officer who shot Tamir Rice hired by small police department in Ohio https://t.co/L2uG64rZen,6,@CNN
206,0.7269,Sat Oct 06 21:13:47 +0000 2018,0.0,0.697,0.303,"President Donald Trump praises Sen. Susan Collins for support of Brett Kavanaugh: ""Susan was incredible""… https://t.co/8ood7fUb4e",7,@CNN
207,0.0,Sat Oct 06 20:47:55 +0000 2018,0.0,1.0,0.0,How senators voted on Brett Kavanaugh https://t.co/HPwub2gliD,8,@CNN
208,0.5719,Sat Oct 06 20:42:55 +0000 2018,0.0,0.824,0.176,"RT @CNNPolitics: Senate Majority Leader Mitch McConnell: ""This is a good day for America and an important day for the Senate. We stood up f…",9,@CNN
209,0.0,Sat Oct 06 20:37:01 +0000 2018,0.0,1.0,0.0,RT @CNNOpinion: CNN Opinion asked a diverse group of commentators to weigh in with what the Brett Kavanaugh confirmation process has taught…,10,@CNN
210,0.296,Sat Oct 06 20:28:40 +0000 2018,0.194,0.522,0.284,How Kavanaugh maneuvered to win his confirmation fight https://t.co/MPOnYbptmP,11,@CNN
211,0.5574,Sat Oct 06 20:12:33 +0000 2018,0.0,0.841,0.159,JUST IN: Brett Kavanaugh has been confirmed to the Supreme Court. Watch Vice President Mike Pence announce the resu… https://t.co/q0XTTb3WyP,12,@CNN
212,0.5574,Sat Oct 06 20:03:58 +0000 2018,0.0,0.783,0.217,BREAKING: The Senate has voted to confirm Brett Kavanaugh to the Supreme Court https://t.co/BlrF7JWT7L,13,@CNN
213,0.0,Sat Oct 06 19:49:14 +0000 2018,0.0,1.0,0.0,"""A vote to confirm Judge Kavanaugh today is a vote to end this brief, dark chapter in the Senate's history and turn… https://t.co/Ov5m5Fwi9M",14,@CNN
214,-0.4019,Sat Oct 06 19:43:32 +0000 2018,0.162,0.747,0.091,"""I understand, I share the deep anguish that millions of Americans are experiencing today. But I say to you, my fel… https://t.co/vEFpsvfKQ0",15,@CNN
215,0.0,Sat Oct 06 19:33:17 +0000 2018,0.0,1.0,0.0,Turkey launches investigation into Saudi journalist's disappearance https://t.co/GxSOsrnn9I,16,@CNN
216,0.6249,Sat Oct 06 19:25:07 +0000 2018,0.0,0.814,0.186,"President Trump says he's looking forward to Brett Kavanaugh's confirmation vote and that he ""will be a great justi… https://t.co/LxxokFjh53",17,@CNN
217,0.0,Sat Oct 06 19:07:24 +0000 2018,0.0,1.0,0.0,Democrats say Michael Avenatti undercut their case against Brett Kavanaugh https://t.co/BXkRDq4zvg,18,@CNN
218,0.5574,Sat Oct 06 18:43:10 +0000 2018,0.0,0.816,0.184,The Senate is expected to vote on Supreme Court nominee Brett Kavanaugh around 3:30 p.m. ET https://t.co/ovXC9SKj2G,19,@CNN
219,0.0,Sat Oct 06 18:23:46 +0000 2018,0.0,1.0,0.0,Banksy painting 'self-destructs' moments after being sold for $1.4 million at auction https://t.co/3TLhgOYng1 https://t.co/EWDzQJmh2g,20,@CNN
220,-0.3384,Sat Oct 06 17:59:41 +0000 2018,0.112,0.888,0.0,"President Trump's older sister, Judge Maryanne Trump Barry, has kept a very low profile since he ran for office. Bu… https://t.co/kCYIFE2UbY",21,@CNN
221,0.0772,Sat Oct 06 17:35:39 +0000 2018,0.0,0.925,0.075,You may want to check your fridge and garage for all these things recalled this week https://t.co/pQuNVq29EJ,22,@CNN
222,0.4019,Sat Oct 06 17:31:29 +0000 2018,0.081,0.766,0.153,Protesters have gathered outside of the US Capitol to oppose the appointment of Brett Kavanaugh to the Supreme Cour… https://t.co/ozkmUUtMCD,23,@CNN
223,-0.2263,Sat Oct 06 17:11:25 +0000 2018,0.147,0.853,0.0,NFL settles lawsuit with family of legendary linebacker Junior Seau https://t.co/QpeCPcwaw3 https://t.co/v6rUXsDqQP,24,@CNN
224,-0.2263,Sat Oct 06 16:45:42 +0000 2018,0.091,0.909,0.0,Protesters are gathering in Washington and other cities to oppose the appointment of Brett Kavanaugh to the US Supr… https://t.co/uj7QemAHf0,25,@CNN
225,-0.0274,Sat Oct 06 16:28:55 +0000 2018,0.111,0.737,0.152,"Vitamin D supplements do not improve bone mineral density or prevent fractures or falls in adults, a large study fi… https://t.co/RWwyX920BH",26,@CNN
226,0.0,Sat Oct 06 16:06:21 +0000 2018,0.0,1.0,0.0,"Christine Blasey Ford's sister-in-law on Sens. Joe Manchin and Susan Collins' remarks about Ford: ""I think they're… https://t.co/pxg5HS4EUc",27,@CNN
227,0.8555,Sat Oct 06 15:50:46 +0000 2018,0.0,0.539,0.461,Brett Kavanaugh poised to win confirmation to the Supreme Court this afternoon https://t.co/QOiG2w1R17 https://t.co/vU29RznI3B,28,@CNN
228,0.0,Sat Oct 06 15:30:14 +0000 2018,0.0,1.0,0.0,"First lady Melania Trump: ""Glad"" both Brett Kavanaugh and Christine Blasey Ford were heard https://t.co/BTcWSzRquT https://t.co/nCFG6sMG06",29,@CNN
229,0.0,Sat Oct 06 15:11:44 +0000 2018,0.0,1.0,0.0,How Casper drove Mattress Firm into bankruptcy https://t.co/aLXD2SFkO0,30,@CNN
230,0.0,Sat Oct 06 15:00:47 +0000 2018,0.0,1.0,0.0,"Interpol says it has asked Chinese authorities for information about the agency's president, Meng Hongwei, who was… https://t.co/ZqRHagCIsf",31,@CNN
231,0.0,Sat Oct 06 14:50:14 +0000 2018,0.0,1.0,0.0,Where women are turning toward Democrats. And where they're not. https://t.co/5pGBoJHTde https://t.co/6DsehTYTK4,32,@CNN
232,-0.4019,Sat Oct 06 14:38:57 +0000 2018,0.247,0.57,0.183,"Eating processed meats like bacon, sausages and ham could increase the risk of breast cancer, a study shows.

Regul… https://t.co/75p6C7uZyv",33,@CNN
233,0.0,Sat Oct 06 14:30:04 +0000 2018,0.0,1.0,0.0,"3,000 items from the personal collection of Neil Armstrong, the first man to walk on the moon, go up for auction ne… https://t.co/U3Iujoce2r",34,@CNN
234,0.5574,Sat Oct 06 14:22:16 +0000 2018,0.0,0.854,0.146,"RT @CNNPolitics: First lady Melania Trump says Brett Kavanaugh is ""highly qualified"" for the Supreme Court. Trump added that she is ""glad""…",35,@CNN
235,-0.3384,Sat Oct 06 14:01:08 +0000 2018,0.112,0.888,0.0,"President Trump's older sister, Judge Maryanne Trump Barry, has kept a very low profile since he ran for office. Bu… https://t.co/V66r1nOsY7",36,@CNN
236,-0.0258,Sat Oct 06 13:31:00 +0000 2018,0.209,0.642,0.15,"A two-year-old boy shredded more than $1,000 his parents had saved to pay a debt https://t.co/mNZgfPOVTU https://t.co/0WXB6iqKhH",37,@CNN
237,0.5719,Sat Oct 06 13:30:09 +0000 2018,0.0,0.837,0.163,The commercial success of virtual reality may depend on being able to make real human connections on VR platforms.… https://t.co/nantNaBe5f,38,@CNN
238,0.0,Sat Oct 06 13:00:06 +0000 2018,0.0,1.0,0.0,Banksy painting 'self-destructs' moments after being sold for $1.4 million at auction https://t.co/7vZCtzefGO https://t.co/rNMsnCQgfw,39,@CNN
239,0.4927,Sat Oct 06 12:31:00 +0000 2018,0.0,0.856,0.144,Are standing desks really good for you? Proponents claim that eliminating sitting from your work life can make you… https://t.co/7qZ8xaAfqB,40,@CNN
240,0.4588,Sat Oct 06 12:00:20 +0000 2018,0.0,0.85,0.15,What happens when your son defies traditional gender labels? @lisaling talks about acceptance with @prince_ej and h… https://t.co/la5im7JKu3,41,@CNN
241,0.4404,Sat Oct 06 11:31:00 +0000 2018,0.0,0.868,0.132,"A rock that was used as a doorstop for the past 30 years turned out to be a meteorite valued at $100,000… https://t.co/BdDez94eAM",42,@CNN
242,-0.2023,Sat Oct 06 11:01:04 +0000 2018,0.114,0.886,0.0,"High-population cities have longer-lasting flu seasons, while lower-population cities have shorter but more intense… https://t.co/OY9GxhD080",43,@CNN
243,0.0,Sat Oct 06 10:31:00 +0000 2018,0.0,1.0,0.0,"At 120 years old, the Star Ferry is Hong Kong's oldest form of public transportation -- and the company's green and… https://t.co/DNH2kUPEhv",44,@CNN
244,0.2732,Sat Oct 06 10:01:06 +0000 2018,0.0,0.909,0.091,"Albert Einstein's famous ""God Letter"" is expected to fetch at least $1 million when it goes up for auction in Decem… https://t.co/LLFIO0tJN2",45,@CNN
245,0.0,Sat Oct 06 09:31:00 +0000 2018,0.0,1.0,0.0,Germany's Bayern Munich is exploring the relationship between crowd noise and on-pitch performance. Using acoustic… https://t.co/KFBfMs6PGS,46,@CNN
246,-0.4019,Sat Oct 06 09:01:02 +0000 2018,0.247,0.57,0.183,"Eating processed meats like bacon, sausages and ham could increase the risk of breast cancer, a study shows.

Regul… https://t.co/lDBxOcKFZJ",47,@CNN
247,0.0,Sat Oct 06 08:31:00 +0000 2018,0.0,1.0,0.0,"Take a rare tour underneath and inside San Francisco's Golden Gate Bridge where about 200 iron workers, engineers,… https://t.co/W0jB5i9vwL",48,@CNN
248,0.6705,Sat Oct 06 08:01:19 +0000 2018,0.148,0.542,0.31,This woman is being hailed as a hero after confronting another woman who was criticizing two friends for speaking S… https://t.co/hbQAR3WSJL,49,@CNN
249,0.0,Sat Oct 06 07:46:03 +0000 2018,0.0,1.0,0.0,"Christine Blasey Ford's sister-in-law on Sens. Joe Manchin and Susan Collins' remarks about Ford: ""I think they're… https://t.co/ddv4o3lMOy",50,@CNN
250,0.0,Sat Oct 06 07:31:00 +0000 2018,0.0,1.0,0.0,"At 106 (and 1/2), this doctor isn't slowing down https://t.co/l59QWAFkfX https://t.co/DrxCBCGDaO",51,@CNN
251,-0.128,Sat Oct 06 07:16:04 +0000 2018,0.073,0.927,0.0,"Ford is cutting staff as it transforms its business.

The second largest US automaker said it was reorganizing its… https://t.co/EqyxZOhqPT",52,@CNN
252,0.0,Sat Oct 06 07:01:03 +0000 2018,0.0,1.0,0.0,Christine Blasey Ford is on the cover of this week's Time magazine. But it's not a photograph of Ford; it's an illu… https://t.co/1rdp9gwXNM,53,@CNN
253,-0.2263,Sat Oct 06 06:46:03 +0000 2018,0.147,0.853,0.0,NFL settles lawsuit with family of legendary linebacker Junior Seau https://t.co/QVhlhWlxQD https://t.co/1vVTfffh9z,54,@CNN
254,0.0,Sat Oct 06 06:31:00 +0000 2018,0.0,1.0,0.0,"NYC to Boston in 36 minutes? Transcend Air has plans for a jet-fast plane that takes off and lands vertically, allo… https://t.co/k27fr1VBNV",55,@CNN
